,labels,data
1,Software Engineer,"Software Engineer Test 45k - 55k London (or fully remote) DevOps, Selenium, Automation Functional Testing, Kibana, Rest, Postman, WebDriver, OpenAPI, Swagger, Azure client, exciting, growing tech consultancy,  Software Engineer Test  Agile Software Development .  fast-paced development projects products, well client projects. Accomplished functional automated testing, motivated develop  automation, 'DevOps’ contribute whole software development lifecycle. client based London, although fully remote , long-term preferred. Software Engineer Test - Responsibilities: Participate agile ceremonies (planning, retrospectives, '3 amigos’) Collaborate users,  members write acceptance criteria test plans user stories. Carry functional exploratory testing user interfaces APIs. File clear, reproducible bug reports. Establish maintain test cases, test environments test data. Manage software merges releases. Analyze decompose complex software systems collaborate influence others improve overall design. Write maintain automated end-to-end tests Ideal Software Engineer Test candidate have:   professional Agile Software Development environment. flair breaking things diagnosing problems. Proficiency testing APIs, especially RESTful web services. Proficiency querying SQL database.  programming general purpose language.  scripting web automation using tools Selenium WebDriver  API testing tools Postman SOAP UI  web diagnostic debug tools Chrome/Firefox Developer Tools Fiddler  basic Windows Unix systems administration, including scripting. Understanding RESTful HTTP services, including API description languages OpenAPI (Swagger). Understanding Cloud application development, especially Microsoft Azure.   source control systems, especially git  context. Understanding messaging event-based application architectures. return, client offers chance play key  dynamic software development , within growing, incredibly successful consultancy. client established since 2008;  mainly blue-chip clients incredibly diverse range tech projects. offer real career progression, interesting  excellent "
2,Software Engineer,"superb  aspiring C# .NetCore developer step  position client building greenfield ERP bespoke system, scratch, MS technologies serverless architecture. Client Details C# Software Engineer. Serverless.The client embarking exciting groundbreaking project replacing existing legacy ERP system building  greenfield system scratch. chance build serverless architecture deploy cloud whilst utilising exploring .NetCore.  alongside experienced Architect, developer leader  developer become  colleague. Description C# Software Engineer. Serverless.  Back End Developer & Engineer  generation web-based custom ERP system replace legacy version use across multiple  units. challenge  produce date, web-based application, fit purpose, fully documented, architected continue developed supported future. Key Responsibilities: * Participate project feature scoping conjunction existing development  Manager * Work part  implementing  system * Confidence research tackle, difficult complex, software engineering problems solo * Technically advanced hands-on development * Keep abreast  relevant technologies advocate needed * Provide technical guidance technologies, design patterns, skillsets used  members * Assist end users testing, general issue investigation bug-fixing * Deliver deploy software updates test live systems, together essential DevOps support pre- post-go-live * Provide third-line support necessary * Manage data migration old  systems. Profile Key Skills Competences: * Minimum five years'  professional hands-on C# Back-End development * Extensive hands-on knowledge .Net Core 2.1+ (ideally 3.1/5) together underlying ecosystems * Familiarity OO Design principles SOLID Principles *  developing integrating 1st 3rd party API integration, Data Integration, Web Services, Systems * strong preference TDD, BDD * Working developing NuGet packages * Hands-on development  commercial level Serverless and/or Microservices Architecture * Strong appreciation clean code modern-day development improvements * Possess expertise in: Use cloud technologies, Event driven design Eventual Consistency Code First development SQL NoSQL *  advanced Azure services/features including limited to: Azure Functions, App Service, Application Insights, Azure SQL Database, Azure Service Bus, Azure Kubernetes (and Docker), Azure Service Fabric, Event Grid, etc. Job Offer return offered superb salary package chance lead unique project. Flexible remote  available. client keen hire ASAP. CVs review now! industry backgrounds encouraged apply."
3,Software Engineer," / Mid-level Software Engineer (we openings career levels - ask) Oracle Cloud Infrastructure adopting remote  policy beyond pandemic, even non-covid times  based anywhere UK. primary office location Bristol facility available (during non-pandemic times) wish  office. also open hybrid model mixing office home  We're totally flexible inside UK. Opportunity unique  help design, build operate public cloud services ground up, part world-class cloud software engineering  UK. Oracle’s product engineering teams building critical services within Oracle’s next-generation public cloud infrastructure known Oracle Cloud Infrastructure (OCI) [0]. services provide foundation businesses around world well Oracle’s Cloud (SaaS) Applications. Platform revolutionary innovations performance, availability, ease use security, designed OCI reliability, predictability quality world’s largest companies smartest start-ups need. combined elasticity utility public cloud granular control, security, predictability on-premises infrastructure. result, customers run demanding  well less compute-intensive applications, secure highly available cloud environment. Products OCI API Gateway 24x7 enterprise-grade cloud service running scale dozens commercial, government private data centres around world. built ground OCI Platform, foundation Oracle’s next-generation API product suite. serves many diverse customer needs, long extensive roadmap compelling technically challenging features. OCI Functions fully managed, multi-tenant, highly scalable, on-demand, Functions-as-a-Service platform, deployed dozens commercial, government private data centres around world. Functions deployment model extremely flexible, allowing support wide variety use cases. OCI Functions rapidly becoming platform choice Oracle SaaS  backs API Gateway serving customer applications, well supporting Data Science processing use cases. Positions Software Engineer /  Software Engineer expand grow , seeking engineers varying levels . starting career us hunger passion learning.  us  diverse  across programming, networking, storage, internet protocols operating systems. engineer level significant technical  impact. member diverse skilled teams,  solve design solutions challenging problems distributed systems, virtualised infrastructure, highly available services. addition  exciting challenging projects, you’ getting excellent salary flexible "
4,Software Engineer,"Look clients increasingly require high throughput straight processing systems handling large amounts data, driving re-architecture current platforms. Derivative Trade Processing   software developers deliver technology solutions enable   activities, allow businesses scale up, satisfy needs wide range functions. highly innovative  building architecture scratch, take full ownership systems. projects  contribute creating set platforms, services APIs used multiple  needs, help design, build deliver.  enable grow technical depth expertise,  closely  technical experts. also  gain in-depth understanding derivative products life cycle. technologies use broad, technology stack consisting least Java, React, Redux, MongoDB, SQL, Apache Spark, Slang (an in-house language similar Python). willingness learn  languages, technologies , apply best software development practices key success  Goldman Sachs, culture one teamwork, innovation meritocracy. often say people greatest asset take pride supporting colleague professionally personally. collaborative  spaces mindfulness classes  home flexible  options, offer people support need reach goals outside office. Responsibilities Qualifications RESPONSIBILITIES QUALIFICATIONS Fulfill Potential Participate design, development, testing, roll documentation systems. Work closely  users developers globally. Understand  domain requirements. Work highly innovative technical  plenty  improve grow technical . See changes directly impact . Basic Qualifications SKILLS EXPERIENCE LOOKING Professional  coding language e.g. Java, Javascript, Python, C#, Scala, C++.  relational NoSql databases. Strong technical, analytical communication . Willingness learn apply  technical functional . Self-starter. Goldman Sachs GOLDMAN SACHS Goldman Sachs, commit people, capital ideas help clients, shareholders communities serve grow. Founded 1869, leading global investment banking, securities investment management firm. Headquartered New York, maintain offices around world. believe makes better do. We're committed fostering advancing diversity inclusion  beyond ensuring every individual within firm number opportunities grow professionally personally, training development opportunities firmwide networks "
5,Software Engineer,"Mobile Developer / Software Engineer (Swift Mobile iOS OOP SOLID) *UK Remote Working*. Would like  complex apps, take ownership progress career  modern tech stack? could joining scale-up technology company that's enjoying great success core product allows  users capture data via integrated mobile services utilising video analytics speech recognition analyse categorise information within  large field  (surveyors, field engineers, health-and-safety, property sales, etc.); customers typically large multinationals: utilities, telecoms, manufacturing facilities management companies. Mobile Developer write software Swift (and JavaScript), taking ownership feature design, REST APIs contributing overall improvements.  closely  clients identify opportunities innovation, try  things, learn challenged, collaboratively problem solving talented colleagues. company able offer fully remote interview onboarding process well ability  home fulltime anywhere UK (or split week home London office depending preference). Requirements: *Strong iOS app development  using Swift *Good understanding Computer science fundamentals Object orientated Programming SOLID design principles *TDD / Unit testing  * writing app code interact JSON based REST APIs, natively using third party libraries *Strong communication collaboration  Mobile Developer / Software Engineer earn competitive salary (to Â£85k) plus "
6,Software Engineer,"Java Developer / Software Engineer (SpringBoot TDD Java 11 Data Agile) *Remote Interview WfH*. Would like progress career Java Developer  complex fraud financial crime detection systems? could joining fast growing FinTech that's SaaS solutions helping High Street banks compete challenge online tech driven rivals. Joining small Agile , Java Developer design develop solutions keep clients protected fraud, corruption, money laundering terrorist financing; break complex problems build data models enable identification mitigation illicit financial activity.  modern technology stack encompassing Java 11, SpringBoot microservices, DevOps tooling Big Data technologies. There's fully remote interview onboarding process well ability  home fulltime foreseeable; possible  colleagues London office 1-2  week. Requirements: *Strong core Java development , Java 8 / Java 11 *Good knowledge Spring framework including SpringBoot * data streaming technology - Kafka * TDD Pair Programming * building deploying production level microservices using Docker Kubernetes / Helm *Good knowledge SQL databases (e.g. PostgreSQL, CockroachDB) ideally exposure big data technologies Hadoop Spark *Collaborative good communication  Java Developer / Software Engineer earn competitive salary (to Â£85k) plus "
7,Software Engineer," Java Engineers, FinTech Enterprise Projects, £60-100k, Scale-up , modern tech/tools.  Java Engineers (FinTech Scale-Up) Poole, Dorset London £60000 - £100000 + uk"
8,Software Engineer,"Quality Assurance Engineer required global financial services firm  number transformation initiatives across SDLC. successful candidate  directly software development teams real time projects. Previous  Market Data essential (providers Bloomberg Reuters).  Python essential. Data heavy environment therefore previous   large data sets desirable.  involve end end testing QA activities part small   collaboratively global projects. Excellent , please apply find information. Based London currently remote due COVID. McGregor Boyall equal  employer discriminate grounds."
9,Software Engineer,"Software Engineer (Big Data/Machine Learning/AI) London Remote Working offer £30,000 £50,000 subject . Software Engineer passion Big Data, AI Machine Learning? want  TechCompany Year, offering training development latest cutting-edge AI/ML Data Mining technologies, image document processing techniques? offer unique   leading global AI/Machine Learning Image Document processing . designing developing cutting edge software international blue chip Fortune500/FTSE 100 client base. Leading way using latest innovative techniques AI/Machine Learning Data Mining play pivotal  companies future growth plan. Named TechCompany year   expert engineers, learning challenged daily basis.  Data Mining, Document processing, Machine Learning. Programming Java, ElasticSearch, CI/CD. Eagerness learn. person  programming OOP languages (ideally Java/Python/Scala…).   ML/AI/Data Mining (ElasticSearch/SOLR similar). Degree Maths/Physics/Chemistry similar. Keywords: Java, Scala, Python, Machine Learning, AI, Data Mining, ElasticSearch, SOLR, Search Engine, CI/CD, TDD, BDD you, get touch ask William Lindsay. job quite right   position, please contact us confidential discussion career. Ernest Gordon Recruitment Limited acts employment agency permanent recruitment employment  supply temporary  applying job, accept T&C's, Privacy Policy Disclaimers found website."
10,Software Engineer,"Backend Software Engineer / Developer (Golang Python AWS) *Remote Interview WfH*. Would like progress career  complex data analytics product used sports teams across range disciplines deliver live data analysis predictions, pre-event planning post event review? Joining supportive Agile development  Backend Software Engineer help build future company's cloud application suite. build  products extend existing ones adding  features; design, implement deploy cloud based services (AWS); typical day could writing Golang code (you need commercial Golang must keen learn  going forward), helping  respond live incidents deploying changes different environments. collaboratively problem solving integral part Agile  great deal input. There's currently remote interview onboarding process well ability  home; time   London two  week (more desired), rest week  remotely. Requirements: *You backend software engineering  Golang / Python (you need commercial Golang must keen learn  going forward) *You good knowledge AWS *You  developing, running supporting containerised applications *You're collaborative, keen learn share ideas Backend Software Engineer earn competitive salary (to Â£55k) plus "
11,Software Engineer,"Monzo we’re aiming build best current account world . always keen hear capable, creative engineers want help us accomplish goal 🚀 backend engineers variety different backgrounds several non-graduates; us studied Computer Science; one  degree Marketing; us  huge companies; ever  startups; others former consultants. long enjoy learning  things, we’d love talk you. ask formal qualifications degree requirements engineering s. actively creating equitable environment engineers thrive Diversity inclusion priority us making sure lots support people grow Monzo. provide sponsorship framework Engineering women people colour; leaders trained privilege awareness creating partnerships organisations dedicated supporting underrepresented groups. read 2020 Diversity Inclusion report . encourage open transparent  environment get involved aspect  interested and, following Stripe’s example, emails company visible email archive. contribute open source software much possible. blog good place learn even do! Monzo  project-based sprints small, interdisciplinary teams around 150 engineers roughly 1,400 people total - big ambitions. many interesting challenges ahead, we're happy people move teams specialise, whatever prefer. engineer able  directly anyone across company, run regular knowledge-sharing sessions you’ learn heaps everything banks  effective communication. Monzo get  lot exciting  technology. Rely Heavily Following Tools Technologies Go write application code (there’s excellent interactive Go tutorial ) Cassandra persistent data storage Kafka asynchronous message queue Envoy Proxy RPC Kubernetes Docker schedule run services ( Oliver , VP Architecture, gave great talk KubeCon use technologies) AWS infrastructure React internal web dashboards also two physical datacenter sites actual cables connect various third parties product squads truly cross-functional.  collaborating across disciplines test hypotheses make difference customers. product backend engineer you’  squad alongside product managers, marketers, user researchers, designers, mobile engineers, web engineers, data analysts,  analysts, writers more! Together you’ build support particular part Monzo. product squads belong one four collectives (a word use describe self-governing  units ~100 people). are: Growth & Core, Borrowing, Operations Money. They’re  additional Backend Engineers right now. Growth & Core collective helps people discover Monzo make it. Growth & Core collective focused different aspects mission ‘make money  everyone’ four squads . make users effortlessly financially savvy features like Budgeting, Pots  Sorter. Many customer problems solve revenue opportunities, – like Monzo Plus, Business Banking, Savings marketplace. Last year also launched Open Banking APIs, shipped simpler future-proof navigation structure, enabled Monzo customers get salary paid day early free! 🤑 Borrowing collective makes borrowing money simple, fair transparent. We’re really proud fair approach lending helps people get want life terms. Squads Borrowing already shipped scaled overdrafts hundreds thousands Monzo customers. They’ve made easy take loan without unfair fees confusing pricing find elsewhere.  everything way borrowing  app, right move account money customers borrow. One interesting problems face deciding much lend whom.  believes make access credit fairer transparent. Operations collective responsible incredible customer support. Operations collective looks one interesting problem spaces Monzo: grow, want ensure we’re using technology effectively possible whilst still maintaining customer service good want tell friends. engineers within area  help us explore challenges. Central Monzo Chat – completely bespoke bit software we’ve built ground manage chats app - we’re also  machine learning,  technology broadly support wonderful support  (we call COps) aspects. Money collective helps Monzo move fast control money 💰 bank within bank responsible core infrastructure banking services associate Monzo. Guardians Monzo Ledger everything related distinctive Hot Coral cards. Engineering squads within Money collective carry variety payments finance related  built Mastercard processor scratch recently successfully replaced third-party Faster Payments Gateway internal Gateway reduce outages can't control . top we've ensuring payment schemes compliant key regulatory requirements Strong Customer Authentication ( SCA ), 3D Secure V2 ( 3DSV2 ), making sure core infrastructure services scale support ambitious growth plans always know money report accurately reliably it. financial crime Monzo  focuses making sure services hostile environment criminals ⛔ tackle financial crime together one , includes money laundering, fraud, sanctions breaches, terrorist financing, bribery corruption tax evasion. Engineers get  core services consumed many different products means really broad perspective.We've major successes combating financial crime, famously Ticketmaster Breach spotted large-scale fraudulent activity due Ticketmaster data breach Ticketmaster banks did. TechOps  TechOps  challenging traditional model building brand  people platform automate aspects Monzo staff member’s time here. We’re building industry leading people platform support staff delightful way accommodate rapid growth across multiple countries. approach allow us empower staff providing smart, efficient powerful tools instead relying traditional systems horde staff. apply open s mid-level  Backend Engineers present. strong   backend technology product think you’d enjoy kind  we’re want involved building product (and people know) use every day product mindset: care customer outcomes want make data-informed decisions you’re comfortable   deals ambiguity you’re interested distributed systems writing resilient software  strongly-typed languages (Go, Java, C, Scala etc.). Logistics  around £73,000 - £116,000 plus stock options "
12,Software Engineer,"Software Engineer - Java, Grails One London's hottest startups brand  vacancy Software Engineer   look double size tech  2021. , given clear progression plan rise ranks managerial s commitment, could even become next CTO! ideal candidate would degree-educated would relevant commercial  Java ideally would  Grails. important factor great attitude desire learn, progress grow company. Within ,  revolve around building main web platform,  several key features  DevOps data teams ensure product performance consistent. would also responsible mentoring  engineers  CEO technical strategy/decision-making. Key : ** Strong Java ** Grails ** JavaScript - React.js ** AWS Cloud ** Self-starter mindset - open challenges committed attitude information please get touch. interested  please submit CV straight away consideration. Software Engineer - Java, Grails information Shift F5 opportunities offer follow us Twitter @F5_Jobs Shift F5 Ltd acting Employment Agency relation vacancy."
13,Software Engineer,"  Python developer  agile development  delivering Operational Intelligence product based around “Business Flow Monitoring” & Service Level Agreements. act Python SME,   members create define APIs, streamline optimize code, integrate open source libraries provide Python components Splunk SaaS based implementations product. Responsibilities: • Act Python subject matter expert/Technical advocate wider  • Apply Best Practice Python development process • Implement software enhancements suggest improvements • Writing reusable, testable, efficient code provide back-end features Python (2.7) • Checking code developers coaching   members • Design implementation low-latency, high-availability, performant applications • Implementation security data protection. • Integration data storage solutions, including databases, key-value stores, blob stores, etc. Skills Qualifications: • Strong communication ,  player attention detail happy  agile development environment • Expert Python web development,  large scale web applications RESTful Server Development • Knowledge user authentication authorization multiple systems, servers, environments • Familiarity Amazon Web Services (AWS) •  writing Python tests using automated tasks, enforcing code quality e.g. pytest, pylint, unittest • Proficiency SDLC tools (e.g. Confluence, JIRA, BitBucket, SourceTree) •  integrating open source Python libraries e.g. pandas, holidays • Desirable: TDD BDD Familiarity Splunk  Java development  Knowledge JavaScript React/Redux frameworks Machine learning Python NoSQL database development (e.g. MongoDB, Cassandra, Zen, Elastic stack) Hands-on  building deploying Microservices within enterprise environment Hands-on  building SaaS applications"
14,Software Engineer,"Company Description Broadridge Financial Solutions, Inc. (BR), $4 billion global Fintech leader part S&P 500® Index, leading provider investor communications technology-driven solutions banks, broker-dealers, asset wealth managers corporate issuers. Broadridge provides important infrastructure powers financial services industry employs 11,000 associates 18 countries. information Broadridge, please visit Broadridge.com/.  seeking experienced Solutions Architect  UK Engineering . successful candidate key member large global engineering ,  across  modernise improve existing applications, develop   solutions. participate aspects Architecture, design development. Working partners, different application owners, Developers, Infrastructure Architects/ Engineers, design solutions using API, Microservices Cloud enabled technologies.  position  someone connect diverse range colleagues  executives Engineers, require someone ability articulate technical information form suitable diverse audience. Responsibilities  Guide Designers Developers  solution implementation. Participate performing Proof Concept (POC) various upcoming technologies fit  requirement. Collaborate internal external technical resources develop overall implementation strategy drive solution, customization, integration efforts. Contribute driving architecture strategy keep aligned enterprise architecture. Establish technical standards, including SW coding standards, tools, platforms exist Drive reuse, standards, architecture best practices, longer-term value architecture . Requirements  Event Driven messaging middleware, Micro Services Architecture API driven Architecture. Strong  across Kafka Event stream, Spring Framework, Relational NoSQL Databases Proven understanding applying patterns Object Oriented, Integration, application design patterns.  containers-based solution ex. PCF, Kubernetes, Docker, OpenShift etc. User level Knowledge DevOps tools like Jira, Confluence, Jenkins, Maven, GitHub, Terraforms Knowledge finance industry post-trade processing advantageous. "
15,Software Engineer,Python Engineer South West London (*Remote) Competitive   Please apply fully eligible  UK
16,Software Engineer," Go Developer - Remote I'm  exciting AI-driven Media powerhouse London brand  vacancy  Go Developer  .  revolve around building microservices  part  create truly industry-leading product used world's largest companies (Google, eBay, Spotify more). ideal candidate would 3+ Years'  Go think outside box comes building software. great   one fastest-growing startups Europe  one smartest tech teams London. Key : ** 3+ Years commercial Golang  ** AWS Cloud ** Docker / Kubernetes ** Strong Development  Beneficial: ** Data Streaming - Kafka ** GCP company  4 years grown  100 people time, split UK & USA. detail  please reach out. interested position please apply up-to-date CV.]  Go Developer - Remote information Shift F5 opportunities offer follow us Twitter @F5_Jobs Shift F5 Ltd acting Employment Agency relation vacancy."
17,Software Engineer,"Description: client believe financial products services flexible, intelligent customer. product fast flexible cloud-based operating platform enables financial services providers create innovative financial products existing banking platform vendors result, improve financial lives millions people. therefore seeking  Python Developer   head high-performance  engineers.   tech  help us expand integration third party services, enabling us deliver even value clients end customers. also ability shape products build using leading edge technologies. Requirements need you: Computer Science Software Engineering education equivalent industry . Excellent knowledge Python 3+, least 5 years commercial . Strong understanding software design patterns, object oriented programming, data structures computational complexity theory. exposure another object oriented programming language (e.g. Java, C++, C#). Good  relational databases, perspective writing code interface well optimising access patterns large datasets. Recent  using modern testing tools used unit testing functional testing. Understanding importance high quality tests provide extensive coverage application code Strong  knowledge Django, particular use Django Rest Framework. Strong desire create high quality, readable, easily maintained code, demonstrable  including code quality KPIs robust automated delivery process / pipeline.  using Git, well basic knowledge Unix-based operating systems.  defining automated software delivery pipelines, e.g. using Jenkins similar CI tool. Strong communication  purpose facilitating technical discussions assisting  colleagues day-to-day responsibilities. Bonus points  creating maintaining AWS infrastructure support development, particular use Cloudformation/CDK automate creation cloud-based resources. Knowledge common software scaling challenges  identifying bottlenecks application logic enhance application performance. Team management ,  mentoring guiding  colleagues throughout career development. Open source contributions personal projects, demonstrate passion software engineering beyond ""day job"". "
18,Software Engineer,"Golang Developer - Remote Data Analytics scale-up based Central London growing consistently since 2015  experienced Golang Developer   permanent basis.  Development  9 people one  figures, responsible designing, testing, deploying maintaining backend infrastructure.  Developer also responsible providing mentoring  developers, carrying code reviews leading development projects. company offering starting salary Â£75K right candidate package include share options, unlimited holidays private medical insurance. also able  remotely, however need based within commutable distance office (Russell Square) occasional meetings rest development . Key : ** Golang ** Python Java ** Docker, Kubernetes ** AWS / GCP Beneficial: ** gRPC ** Terraform info please get touch interested  please send date CV across ASAP. Golang Developer - Remote information Shift F5 opportunities offer follow us Twitter @F5_Jobs Shift F5 Ltd acting Employment Agency relation vacancy."
19,Software Engineer," Java Developer Â£30,000 - 45,000 Remote (Fully Remote, London office per week post corona) talented  Java Developer required  small  programmers designers producing innovative sports betting products central London. Knowledge, even ,  high transactional distributed systems data feeds plus. intimate knowledge following required : ? Core Java 7/8 ? Spring ? SQL knowledge following would highly beneficial: ? Java EE Technologies; EJB, JPA, JTA, JMS, CDI ? Good knowledge one application servers (e.g. JBoss/Wildfly, Weblogic, Glassfish) ? NoSQL databases (e.g. MongoDB) ? In-memory data grid technology (e.g. Apache Ignite / GridGain) ? Web Technologies (e.g. JavaScript, HTML/CSS, Ajax, Websockets) ? Apache Camel, Karaf ? Git, Maven ? Jenkins ? Vagrant candidate suggest, integrate reuse technologies effectively maintain robust platform capable scaling demands customer growth. Ideally candidate also Graduate Postgraduate science degree final grade 1st 2:1 reputable university. interested , please send us CV apply."
20,Software Engineer," Software Engineer / CTO Bonus Equity Options London - *Remote Profectus pleased  truly cutting-edge AI client exclusive basis  talented Software Engineer  step CTO  lead alongside technical founding  design, development, delivery AI platform. unique   fast-growing start-up deep tech sector. world class  scientists, Engineers, Mathematicians AI experts Oxford University Imperial College. succeed , need strong foundation Software Engineering / Data Engineering / Machine Learning / Full Stack Development enjoy  wide range diverse challenging problems. Start-up  highly desirable. You’ve built robust, scalable, API-driven architectures AWS cloud computing platforms. vision become global leader AI manufacturing industries develop universal artificial intelligence engine run complex manufacturing processes around world. way proving first line world leading AI technologies engineered wood industry. ideal candidate experienced in; R, Rshiny, JavaScript, Python, HTML, CSS, develop test user-interfaces, confront solutions clients, set real-time data transfer app synchronisation, ensure smooth running web-based application (basically make customers happy). part core  deliver vision act mentor  software developers rest , primarily processes pair-programming test-driven development taking lead correcting code defects also human level interaction. making managerial operational decisions daily basis visionary thinker, afraid fail highly Anti-fragile (is property systems increase capability thrive result stressors, shocks, volatility, noise, mistakes, faults, attacks, failures 5+ years  technical , Software Engineer / Full Stack developer / Solution Architect / CTO  taking products initial prototype commercialisation scaling Continuous improvement -  learn grow; take feedback well look opportunities coach members . Entrepreneurial  start-up, someone tech side project manage development previous  product development, also Coding  (ideally within manufacturing)  directly founders, setting strategy direction, implementing / executing projects tasks,  roadmap timeline part core  developing world-leading AI platform manufacturing cutting edge AI revolution . Competitive salary generous equity stake (milestone based) Bonus every key milestone (cash equity prefer) Cutting edge environment  important challenges future Minimal hierarchy - you’  closely levels leadership outset Package starting salary £40-60K, plus bonus (on performance set milestones), % equity worth shares cliff vesting period. Basics holiday, pension, child-care, necessary gadgets rest discuss per requirements. * remote look flexible  arrangement office reopens post-pandemic. think takes would like learn please apply get touch details listed immediate consideration."
21,Software Engineer," Backend Developer / Software Engineer (Python SQL Data) accomplished technologist motivated innovation? Would like  accelerate career exciting, impactful lead ? could make mark highly successful organisation,  encompasses ownership, highly complex technical  cutting-edge technology abundant opportunities personal achievement. company specialises enterprise software solutions commodities trading community.  impressive cohort industry innovators, software designers, developers  analysts provide tools need adjust market's evolving demands. high-visibility, high-impact   closely CTO take lead close-knit . spearhead developing next generation Risk Pricing product, contributions central key design architectural decisions.  Backend Developer predominantly  large scale, data-centric distributed systems, see -wide positive impact  start. *Please note: company able offer remote interview onboarding process well  home current social distancing measures.  colleagues London offices due course* Requirements: *Advanced Python development  strong knowledge Computer Science fundamentals Design Patterns, Data Structures, Algorithms * SQL NoSQL database architectures * component integration testing * Risk / Pricing financial systems *You're true tech advocate thoroughly enjoys solving complex problems * Risk / Pricing financial systems nice technical ability far greater importance  Backend Developer / Software Engineer earn highly competitive salary (Â£120k) plus bonus comprehensive "
22,Software Engineer,"🚀 Backend Engineer | Hammersmith, London 🚀 Backend Engineer GetGround  projects financial infrastructure, robust systems high value transactions company management. primarily use Golang, deployed Google Cloud. care thoughtful, tested, documented code delivers excellence customers. unique  part building product significant market fit scales exponentially. Beyond strong traditional technical , we’re huge fans clean design thinking architecting, well communication ability learn adapt.  comes immense scope growth impact zero-ego, zero-BS environment. We’re building world class   together solve hard problems enable us achieve mission make assets transparent, trustworthy accessible. Working cross functional, collaborative , participate entire application lifecycle, architecting development, testing review design write clean documentation  closely product design functionality collaborate Frontend developers integrate user-facing elements server side logic provide training support internal teams. believe constant learning growing - everybody learns build reusable code libraries future use  Solid familiarity several programming languages (in order desirability) Golang, C++, Rust, ES6, Python, Java passion good design architecture, including context large-scale web applications Outstanding level curiosity ability learn what’s required get job done Systematic problem solving approach knowledge algorithms, data structures complexity analysis  unit testing, integration testing, similar testing frameworks passion good documentation  database technologies like SQL, noSQL, key-value stores (e.g. mySQL, Postgres, MongoDB, Redis…)  cloud technologies Google Cloud AWS.  continuous integration deployment Good communication ,  player comfortable  cross functional teams desire build large-scale technology change world better us Hello, GetGround. stealth mode building amazing products disrupt marketplace. building  global network trading assets, starting residential property. secured Series funding significant growth trajectory confidence QED, Mosaic well several prestigious private investors. Co-Founder CEO Moubin qualified Doctor went successful career McKinsey private equity house, APAX. Moubin started GetGround brother CTO, Misrab. Misrab Stanford Computer Scientist led scaling Gojek Data Science  Asia. proud far come since 2018, humbled excited still achieve. values sit core everything - pursuit excellence, feedback obsessed, BS healthy egos.  somewhere feel recognised, developed, rewarded included, next home could GetGround. Join us! Diversity & inclusion GetGround GetGround encourages applications sections society believe criticality inclusive culture. focussed committed equal employment  regardless race, religion belief, ethnic national origin, disability, age, citizenship, marital, domestic civil partnership status, sexual orientation, gender identity basis protected law. GetGround "
23,Software Engineer," / Lead TechOps Engineer - Leading B2BiGaming Software Provider, London Malta Arnold Ash partnered CTO leading iGaming software provider search  TechOps Engineer.  part ambitious expansion following significant investment offers unparalleled progression opportunities. successful  TechOps Engineer full responsibility TechOps covering Datacenters, hypervisors, storage, networking cloud. Providing strategic oversight technological recommendations evolving roadmap . Key   TechOps Engineer :   iGaming/ Sportsbook preferred. managed datacenter cloud infrastructure (AWS/Azure)  infrastructure devices/ services - servers, storage arrays associated hypervisors OSâ€™s (Such as: CentOS/Debian, KVM, VMWare,DNS, SSO, directory service).  ITIL DevOps environments Confident managing network services VPN. Key responsibilities  TechOps Engineer : Manage datacenter cloud infrastructure. Manage networking devices services including switches, routers, firewalls. Manage infrastructure devices services. Maintain roadmap deliver continuous improvements. Hardware Monitoring - Zabbix, Prometheus/Grafana. Assist infrastructure/application specific configurations optimisations. Ensure firmware software patching completed. Stakeholder management (commercial, product, data, technical, supplier relationships). Full job description company details available upon application.  / Lead TechOps Engineer - Leading B2BiGaming Software Provider, London Malta"
24,Software Engineer,"SAS Software Engineer £65k basic + package (Various levels available including entry level) Permanent Opportunity trusted, approved preferred recruitment partner prestigious organisation, asked assist recruitment SAS Software Engineer (multiple s various levels)  leading innovative data . client offers excellence career growth, professional development coveted personalised "
25,Software Engineer," innovative, disruptive software house provide  management solutions thousands clients, including major retail brands across Europe. company integrating machine learning software solutions need forward-thinking  Data Engineer   Data Scientists Software Developers. involved London Scrum  various scrum teams Europe.  will… Create maintain data pipelines extract, transform load data various data sources. Work DevOps automate pipeline from/to production environments Support data scientists write scalable data processing training jobs. Expected  & experiences… Python scripting. successful history manipulating, processing extracting value large disconnected datasets (at least 100 millions records / 100 TB). Tech stack… Python / PyData stack. PySpark / Databricks. Azure Storage S3. MongoDB SQL database. Kafka - Bonus. Azure - Bonus. Please apply feel skillset suits position. Thank interest."
